trade_id,slug,entry_time,exit_time,direction,entry_price,exit_price,position_notional,quantity,p_model_up,p_market_up,alpha,gross_pnl,fees_paid,net_pnl,gross_return_pct,net_return_pct,hold_seconds,exit_type,timestamp,capital_before,capital_after,cumulative_pnl,drawdown,drawdown_pct,trade_return,rolling_avg_return_30,rolling_win_rate_30,rolling_sharpe_30
28,btc-updown-15m-1765640700,2025-12-13T15:53:14+00:00,2025-12-13T15:53:18+00:00,UP,0.27,0.285,100.0,370.37037,0.35001,0.27,0.08001,5.555556,10.69,-5.134444,5.5556,-5.1344,4,success,2025-12-13T15:53:18+00:00,9733.385978,9728.251533999999,-271.748466,-285.42554200000086,-0.028503569651161065,-0.051344440000000005,,,
29,btc-updown-15m-1765640700,2025-12-13T15:53:27+00:00,2025-12-13T15:53:29+00:00,UP,0.245,0.24,100.0,408.163265,0.333672,0.245,0.088672,-2.040816,10.796327,-12.837143,-2.0408,-12.8371,2,stop_loss,2025-12-13T15:53:29+00:00,9728.251533999999,9715.414391,-284.58560900000003,-298.2626849999997,-0.029785530603423635,-0.12837142999999998,,,
30,btc-updown-15m-1765640700,2025-12-13T15:53:30+00:00,2025-12-13T15:53:31+00:00,UP,0.235,0.245,100.0,425.531915,0.312412,0.235,0.077412,4.255319,11.175319,-6.92,4.2553,-6.92,1,success,2025-12-13T15:53:31+00:00,9715.414391,9708.494391,-291.50560900000005,-305.18268499999976,-0.030476585442468264,-0.0692,-0.09716853633333335,0.26666666666666666,-3.9135350815160077
31,btc-updown-15m-1765640700,2025-12-13T15:53:32+00:00,2025-12-13T15:53:42+00:00,UP,0.24,0.255,100.0,416.666667,0.321067,0.24,0.081067,6.25,11.17125,-4.92125,6.25,-4.9212,4,success,2025-12-13T15:53:42+00:00,9708.494391,9703.573141,-296.42685900000004,-310.1039349999992,-0.030968038278689065,-0.0492125,-0.09809311966666666,0.26666666666666666,-3.9635618745554377
32,btc-updown-15m-1765640700,2025-12-13T15:53:52+00:00,2025-12-13T15:53:53+00:00,UP,0.255,0.245,100.0,392.156863,0.296959,0.255,0.041959,-3.921569,10.586824,-14.508392,-3.9216,-14.5084,1,stop_loss,2025-12-13T15:53:53+00:00,9703.573141,9689.064749,-310.93525100000005,-324.61232700000073,-0.03241689586515689,-0.14508392,-0.104462317,0.23333333333333334,-4.301461551843772
33,btc-updown-15m-1765640700,2025-12-13T15:57:44+00:00,2025-12-13T15:57:50+00:00,UP,0.305,0.3,100.0,327.868852,0.346104,0.305,0.041104,-1.639344,9.961377,-11.600721,-1.6393,-11.6007,3,stop_loss,2025-12-13T15:57:50+00:00,9689.064749,9677.464028,-322.5359720000001,-336.2130479999996,-0.033575383492823914,-0.11600721,-0.11174834933333334,0.2,-4.81410178326115
34,btc-updown-15m-1765640700,2025-12-13T15:57:51+00:00,2025-12-13T15:57:58+00:00,UP,0.3,0.275,100.0,333.333333,0.414615,0.3,0.114615,-8.333333,9.825,-18.158333,-8.3333,-18.1583,1,stop_loss,2025-12-13T15:57:58+00:00,9677.464028,9659.305695,-340.6943050000001,-354.37138100000084,-0.035388736655921384,-0.18158333,-0.11812379366666667,0.16666666666666666,-5.150021753245082
35,btc-updown-15m-1765640700,2025-12-13T15:58:00+00:00,2025-12-13T15:58:02+00:00,UP,0.28,0.295,100.0,357.142857,0.321562,0.28,0.041562,5.357143,10.531929,-5.174786,5.3571,-5.1748,1,success,2025-12-13T15:58:02+00:00,9659.305695,9654.130909,-345.8690910000001,-359.5461670000004,-0.03590550846319307,-0.05174786,-0.11532688333333334,0.16666666666666666,-5.006991207608025
36,btc-updown-15m-1765640700,2025-12-13T15:58:06+00:00,2025-12-13T15:58:10+00:00,UP,0.275,0.265,100.0,363.636364,0.328015,0.275,0.053015,-3.636364,10.319564,-13.955927,-3.6364,-13.9559,4,stop_loss,2025-12-13T15:58:10+00:00,9654.130909,9640.174982,-359.82501800000006,-373.5020939999995,-0.03729919500751429,-0.13955927,-0.10833168333333335,0.16666666666666666,-5.0155218989657255
37,btc-updown-15m-1765640700,2025-12-13T15:58:17+00:00,2025-12-13T15:58:27+00:00,UP,0.275,0.26,100.0,363.636364,0.317896,0.275,0.042896,-5.454545,10.257382,-15.711927,-5.4545,-15.7119,2,stop_loss,2025-12-13T15:58:27+00:00,9640.174982,9624.463055,-375.53694500000006,-389.2140209999998,-0.03886824171041401,-0.15711927,-0.105718622,0.16666666666666666,-4.981199910363369
38,btc-updown-15m-1765640700,2025-12-13T15:59:02+00:00,2025-12-13T15:59:07+00:00,UP,0.595,0.44,100.0,168.067227,0.782335,0.595,0.187335,-26.05042,5.897647,-31.948067,-26.0504,-31.9481,1,stop_loss,2025-12-13T15:59:07+00:00,9624.463055,9592.514988,-407.48501200000004,-421.16208799999913,-0.04205868481712952,-0.31948067,-0.11548768133333333,0.16666666666666666,-5.20426368008142
39,btc-updown-15m-1765640700,2025-12-13T15:59:22+00:00,2025-12-13T15:59:24+00:00,UP,0.185,0.1,100.0,540.540541,0.253581,0.185,0.068581,-45.945946,9.370703,-55.316649,-45.9459,-55.3166,1,stop_loss,2025-12-13T15:59:24+00:00,9592.514988,9537.198339,-462.801661,-476.47873699999946,-0.04758279435053748,-0.55316649,-0.132889231,0.16666666666666666,-5.04439519646002
40,btc-updown-15m-1765642500,2025-12-13T16:18:36+00:00,2025-12-13T16:18:37+00:00,UP,0.215,0.205,100.0,465.116279,0.25583,0.215,0.04083,-4.651163,11.109767,-15.76093,-4.6512,-15.7609,1,stop_loss,2025-12-13T16:18:37+00:00,9537.198339,9521.437409,-478.562591,-492.2396669999998,-0.04915673466041375,-0.1576093,-0.130771844,0.16666666666666666,-4.994345864762778
41,btc-updown-15m-1765642500,2025-12-13T16:18:39+00:00,2025-12-13T16:19:02+00:00,UP,0.205,0.195,100.0,487.804878,0.245898,0.205,0.040898,-4.878049,11.237268,-16.115317,-4.878,-16.1153,23,stop_loss,2025-12-13T16:19:02+00:00,9521.437409,9505.322092,-494.677908,-508.3549839999996,-0.05076606526671258,-0.16115317,-0.13782308299999999,0.13333333333333333,-5.41743844123597
42,btc-updown-15m-1765642500,2025-12-13T16:19:23+00:00,2025-12-13T16:19:24+00:00,UP,0.175,0.17,100.0,571.428571,0.238349,0.175,0.063349,-2.857143,11.745257,-14.6024,-2.8571,-14.6024,1,stop_loss,2025-12-13T16:19:24+00:00,9505.322092,9490.719692,-509.280308,-522.9573839999994,-0.052224310813195965,-0.146024,-0.14554390166666667,0.1,-6.002789937898104
43,btc-updown-15m-1765642500,2025-12-13T16:19:25+00:00,2025-12-13T16:19:31+00:00,UP,0.17,0.165,100.0,588.235294,0.225783,0.17,0.055783,-2.941176,11.811176,-14.752353,-2.9412,-14.7524,6,stop_loss,2025-12-13T16:19:31+00:00,9490.719692,9475.967339,-524.032661,-537.7097369999992,-0.05369753117850584,-0.14752352999999999,-0.15202104800000002,0.06666666666666667,-6.518399117606313
44,btc-updown-15m-1765642500,2025-12-13T16:21:20+00:00,2025-12-13T16:21:22+00:00,UP,0.1,0.095,100.0,1000.0,0.145883,0.1,0.045883,-5.0,12.6702,-17.6702,-5.0,-17.6702,2,stop_loss,2025-12-13T16:21:22+00:00,9475.967339,9458.297139,-541.702861,-555.3799369999997,-0.05546213771273801,-0.17670200000000003,-0.14983986733333332,0.06666666666666667,-6.477477672658349
45,btc-updown-15m-1765642500,2025-12-13T16:21:23+00:00,2025-12-13T16:21:26+00:00,UP,0.1,0.095,100.0,1000.0,0.154091,0.1,0.054091,-5.0,12.6702,-17.6702,-5.0,-17.6702,3,stop_loss,2025-12-13T16:21:26+00:00,9458.297139,9440.626939,-559.373061,-573.0501370000002,-0.05722674424697018,-0.17670200000000003,-0.14462160066666666,0.06666666666666667,-6.491513725737802
46,btc-updown-15m-1765643400,2025-12-13T16:43:47+00:00,2025-12-13T16:43:52+00:00,DOWN,0.68,0.74,100.0,147.058824,0.263948,0.32,-0.056052,8.823529,4.341176,4.482353,8.8235,4.4824,2,success,2025-12-13T16:43:52+00:00,9440.626939,9445.109292,-554.890708,-568.5677840000008,-0.05677912116446212,0.04482353,-0.13902686566666667,0.1,-6.005209188661007
47,btc-updown-15m-1765643400,2025-12-13T16:43:53+00:00,2025-12-13T16:43:57+00:00,DOWN,0.74,0.775,100.0,135.135135,0.218373,0.26,-0.041627,4.72973,3.568622,1.161108,4.7297,1.1611,2,success,2025-12-13T16:43:57+00:00,9445.109292,9446.2704,-553.7296,-567.4066760000005,-0.0566631689531827,0.011611080000000001,-0.13694652200000001,0.13333333333333333,-5.823785499188058
48,btc-updown-15m-1765643400,2025-12-13T16:43:58+00:00,2025-12-13T16:43:59+00:00,DOWN,0.775,0.87,100.0,129.032258,0.179245,0.225,-0.045755,12.258065,2.670735,9.587329,12.2581,9.5873,1,success,2025-12-13T16:43:59+00:00,9446.2704,9455.857729,-544.142271,-557.8193470000006,-0.05570574552847709,0.09587329,-0.13007874566666666,0.16666666666666666,-5.254643735992075
49,btc-updown-15m-1765644300,2025-12-13T16:57:00+00:00,2025-12-13T16:57:01+00:00,DOWN,0.04,0.035,100.0,2500.0,0.914624,0.96,-0.045376,-12.5,12.9915,-25.4915,-12.5,-25.4915,1,stop_loss,2025-12-13T16:57:01+00:00,9455.857729,9430.366229,-569.633771,-583.3108470000006,-0.05825141379863692,-0.254915,-0.138903596,0.13333333333333333,-5.644724237215022
50,btc-updown-15m-1765647900,2025-12-13T17:54:07+00:00,2025-12-13T17:54:18+00:00,UP,0.355,0.34,100.0,281.690141,0.397415,0.355,0.042415,-4.225352,9.195211,-13.420563,-4.2254,-13.4206,9,stop_loss,2025-12-13T17:54:18+00:00,9430.366229,9416.945666,-583.054334,-596.7314100000003,-0.059591637065089666,-0.13420563,-0.13654765666666666,0.13333333333333333,-5.572824885502353
51,btc-updown-15m-1765647900,2025-12-13T17:54:19+00:00,2025-12-13T17:54:20+00:00,UP,0.34,0.275,100.0,294.117647,0.384771,0.34,0.044771,-19.117647,8.974059,-28.091706,-19.1176,-28.0917,1,stop_loss,2025-12-13T17:54:20+00:00,9416.945666,9388.85396,-611.1460400000001,-624.8231159999996,-0.06239697078883509,-0.28091706,-0.14733995266666666,0.1,-6.100546700006762
52,btc-updown-15m-1765647900,2025-12-13T17:57:07+00:00,2025-12-13T17:57:10+00:00,UP,0.07,0.075,100.0,1428.571429,0.119481,0.07,0.049481,7.142857,13.831714,-6.688857,7.1429,-6.6889,3,success,2025-12-13T17:57:10+00:00,9388.85396,9382.165103,-617.8348970000001,-631.5119730000006,-0.06306494289830449,-0.06688857,-0.133765226,0.1,-6.225670396394743
53,btc-updown-15m-1765647900,2025-12-13T17:57:11+00:00,2025-12-13T17:57:18+00:00,UP,0.07,0.065,100.0,1428.571429,0.113933,0.07,0.043933,-7.142857,12.947143,-20.09,-7.1429,-20.09,7,stop_loss,2025-12-13T17:57:18+00:00,9382.165103,9362.075103,-637.9248970000001,-651.6019730000007,-0.06507119892668693,-0.2009,-0.13666060433333332,0.1,-6.330030698511821
54,btc-updown-15m-1765648800,2025-12-13T18:10:27+00:00,2025-12-13T18:10:30+00:00,DOWN,0.035,0.04,100.0,2857.142857,0.918469,0.965,-0.046531,14.285714,14.847429,-0.561714,14.2857,-0.5617,2,success,2025-12-13T18:10:30+00:00,9362.075103,9361.513389,-638.4866110000002,-652.1636870000002,-0.06512729360556825,-0.0056171400000000005,-0.13277824533333332,0.1,-6.028713406080029
55,btc-updown-15m-1765648800,2025-12-13T18:10:32+00:00,2025-12-13T18:10:33+00:00,DOWN,0.03,0.025,100.0,3333.333333,0.926717,0.97,-0.043283,-16.666667,12.834,-29.500667,-16.6667,-29.5007,1,stop_loss,2025-12-13T18:10:33+00:00,9361.513389,9332.012722,-667.9872780000002,-681.6643540000005,-0.06807333098785065,-0.29500667,-0.14018118300000001,0.1,-6.211515559792352
56,btc-updown-15m-1765648800,2025-12-13T18:10:34+00:00,2025-12-13T18:10:45+00:00,DOWN,0.025,0.02,100.0,4000.0,0.932759,0.975,-0.042241,-20.0,12.6648,-32.6648,-20.0,-32.6648,11,stop_loss,2025-12-13T18:10:45+00:00,9332.012722,9299.347921999999,-700.6520780000002,-714.3291540000009,-0.07133534950033982,-0.326648,-0.14637265966666665,0.1,-6.252984937120303
57,btc-updown-15m-1765648800,2025-12-13T18:10:58+00:00,2025-12-13T18:11:00+00:00,DOWN,0.02,0.025,100.0,5000.0,0.936502,0.98,-0.043498,25.0,15.831,9.169,25.0,9.169,2,success,2025-12-13T18:11:00+00:00,9299.347921999999,9308.516921999999,-691.4830780000002,-705.1601540000011,-0.07041970183860571,0.09169000000000001,-0.14162301866666666,0.13333333333333333,-5.772983579427147
58,btc-updown-15m-1765648800,2025-12-13T18:11:01+00:00,2025-12-13T18:11:08+00:00,DOWN,0.02,0.02,100.0,5000.0,0.935597,0.98,-0.044403,0.0,14.112,-14.112,0.0,-14.112,6,timeout,2025-12-13T18:11:08+00:00,9308.516921999999,9294.404922,-705.5950780000002,-719.2721540000002,-0.07182897436585964,-0.14112,-0.14461553733333332,0.13333333333333333,-5.942939117910079
59,btc-updown-15m-1765649700,2025-12-13T18:21:19+00:00,2025-12-13T18:21:20+00:00,UP,0.38,0.405,100.0,263.157895,0.433881,0.38,0.053881,6.578947,9.029842,-2.450895,6.5789,-2.4509,1,success,2025-12-13T18:21:20+00:00,9294.404922,9291.954027,-708.0459730000001,-721.7230490000002,-0.07207372911293192,-0.02450895,-0.14115345466666668,0.13333333333333333,-5.724488247938873
60,btc-updown-15m-1765649700,2025-12-13T18:24:57+00:00,2025-12-13T18:25:00+00:00,UP,0.35,0.34,100.0,285.714286,0.432535,0.35,0.082535,-2.857143,9.296229,-12.153371,-2.8571,-12.1534,3,stop_loss,2025-12-13T18:25:00+00:00,9291.954027,9279.800656,-720.1993440000001,-733.8764200000005,-0.07328740625747741,-0.12153371,-0.14289791166666665,0.13333333333333333,-5.822173574304921
61,btc-updown-15m-1765649700,2025-12-13T18:25:01+00:00,2025-12-13T18:25:16+00:00,UP,0.34,0.315,100.0,294.117647,0.48007,0.34,0.14007,-7.352941,9.321353,-16.674294,-7.3529,-16.6743,15,stop_loss,2025-12-13T18:25:16+00:00,9279.800656,9263.126361999999,-736.8736380000001,-750.5507140000009,-0.07495255821648796,-0.16674294,-0.146815593,0.13333333333333333,-6.031888416106031
62,btc-updown-15m-1765649700,2025-12-13T18:25:17+00:00,2025-12-13T18:25:21+00:00,UP,0.315,0.33,100.0,317.460317,0.359027,0.315,0.044027,4.761905,9.985714,-5.22381,4.7619,-5.2238,2,success,2025-12-13T18:25:21+00:00,9263.126361999999,9257.902552,-742.0974480000001,-755.7745240000004,-0.07547422572786792,-0.0522381,-0.14372073233333332,0.13333333333333333,-5.855777902202951
63,btc-updown-15m-1765649700,2025-12-13T18:25:23+00:00,2025-12-13T18:25:28+00:00,UP,0.34,0.33,100.0,294.117647,0.382626,0.34,0.042626,-2.941176,9.434118,-12.375294,-2.9412,-12.3753,5,stop_loss,2025-12-13T18:25:28+00:00,9257.902552,9245.527258,-754.4727420000002,-768.1498179999999,-0.0767100648612927,-0.12375294,-0.14397892333333334,0.13333333333333333,-5.868377043848838
64,btc-updown-15m-1765649700,2025-12-13T18:25:29+00:00,2025-12-13T18:25:32+00:00,UP,0.33,0.355,100.0,303.030303,0.383012,0.33,0.053012,7.575758,9.819818,-2.244061,7.5758,-2.2441,3,success,2025-12-13T18:25:32+00:00,9245.527258,9243.283197,-756.7168030000001,-770.3938789999993,-0.07693416445857029,-0.02244061,-0.13867416600000002,0.13333333333333333,-5.585822701104781
65,btc-updown-15m-1765649700,2025-12-13T18:25:35+00:00,2025-12-13T18:25:36+00:00,UP,0.345,0.37,100.0,289.855072,0.427828,0.345,0.082828,7.246377,9.580696,-2.334319,7.2464,-2.3343,1,success,2025-12-13T18:25:36+00:00,9243.283197,9240.948878,-759.0511220000002,-772.7281980000007,-0.07716727752805365,-0.02334319,-0.13772734366666667,0.13333333333333333,-5.518338766087919
66,btc-updown-15m-1765649700,2025-12-13T18:25:37+00:00,2025-12-13T18:25:38+00:00,UP,0.37,0.385,100.0,270.27027,0.424527,0.37,0.054527,4.054054,9.143514,-5.089459,4.0541,-5.0895,1,success,2025-12-13T18:25:38+00:00,9240.948878,9235.859419,-764.1405810000002,-777.8176569999996,-0.07767552828962422,-0.050894589999999996,-0.13477185433333333,0.13333333333333333,-5.364039065710278
67,btc-updown-15m-1765649700,2025-12-13T18:25:41+00:00,2025-12-13T18:25:44+00:00,UP,0.37,0.395,100.0,270.27027,0.424719,0.37,0.054719,6.756757,9.186324,-2.429568,6.7568,-2.4296,1,success,2025-12-13T18:25:44+00:00,9235.859419,9233.429850999999,-766.5701490000002,-780.247225000001,-0.07791815324962262,-0.02429568,-0.13034440133333333,0.13333333333333333,-5.136098100103797
68,btc-updown-15m-1765649700,2025-12-13T18:25:46+00:00,2025-12-13T18:25:52+00:00,UP,0.395,0.37,100.0,253.164557,0.4368,0.395,0.0418,-6.329114,8.604911,-14.934025,-6.3291,-14.934,3,stop_loss,2025-12-13T18:25:52+00:00,9233.429850999999,9218.495826,-781.5041740000003,-795.1812499999996,-0.07940951600145246,-0.14934025,-0.12467305399999999,0.13333333333333333,-5.0803000412405925
69,btc-updown-15m-1765649700,2025-12-13T18:26:05+00:00,2025-12-13T18:26:08+00:00,UP,0.36,0.35,100.0,277.777778,0.401251,0.36,0.041251,-2.777778,9.158,-11.935778,-2.7778,-11.9358,3,stop_loss,2025-12-13T18:26:08+00:00,9218.495826,9206.560048,-793.4399520000003,-807.1170280000006,-0.08060146356571012,-0.11935778000000001,-0.11021276366666667,0.13333333333333333,-5.624156594747811
70,btc-updown-15m-1765649700,2025-12-13T18:26:09+00:00,2025-12-13T18:26:10+00:00,UP,0.35,0.335,100.0,285.714286,0.407321,0.35,0.057321,-4.285714,9.2628,-13.548514,-4.2857,-13.5485,1,stop_loss,2025-12-13T18:26:10+00:00,9206.560048,9193.011534,-806.9884660000002,-820.6655420000006,-0.08195446445610952,-0.13548514,-0.10947529166666665,0.13333333333333333,-5.600151365558823
71,btc-updown-15m-1765649700,2025-12-13T18:26:13+00:00,2025-12-13T18:26:15+00:00,UP,0.295,0.29,100.0,338.983051,0.339364,0.295,0.044364,-1.694915,10.101356,-11.796271,-1.6949,-11.7963,2,stop_loss,2025-12-13T18:26:15+00:00,9193.011534,9181.215263,-818.7847370000003,-832.4618129999999,-0.08313248037478455,-0.11796271000000001,-0.10803560966666666,0.13333333333333333,-5.5487530647285705
72,btc-updown-15m-1765649700,2025-12-13T18:26:16+00:00,2025-12-13T18:26:24+00:00,UP,0.275,0.25,100.0,363.636364,0.31721,0.275,0.04221,-9.090909,10.129091,-19.22,-9.0909,-19.22,1,stop_loss,2025-12-13T18:26:24+00:00,9181.215263,9161.995262999999,-838.0047370000003,-851.6818130000011,-0.08505185523120629,-0.19219999999999998,-0.10957480966666668,0.13333333333333333,-5.580882348382995
73,btc-updown-15m-1765649700,2025-12-13T18:26:25+00:00,2025-12-13T18:26:27+00:00,UP,0.255,0.33,100.0,392.156863,0.296082,0.255,0.041082,29.411765,11.606824,17.804941,29.4118,17.8049,1,success,2025-12-13T18:26:27+00:00,9161.995262999999,9179.800204,-820.1997960000003,-833.8768720000007,-0.08327379300043256,0.17804941,-0.09872237833333333,0.16666666666666666,-4.530336736815143
74,btc-updown-15m-1765649700,2025-12-13T18:27:08+00:00,2025-12-13T18:27:16+00:00,UP,0.335,0.315,100.0,298.507463,0.458173,0.335,0.123173,-5.970149,9.425552,-15.395701,-5.9701,-15.3957,8,stop_loss,2025-12-13T18:27:16+00:00,9179.800204,9164.404503,-835.5954970000004,-849.2725730000002,-0.08481126029472934,-0.15395701,-0.097964212,0.16666666666666666,-4.51221623592474
75,btc-updown-15m-1765649700,2025-12-13T18:27:17+00:00,2025-12-13T18:27:18+00:00,UP,0.29,0.285,100.0,344.827586,0.363889,0.29,0.073889,-1.724138,10.171241,-11.895379,-1.7241,-11.8954,1,stop_loss,2025-12-13T18:27:18+00:00,9164.404503,9152.509124,-847.4908760000004,-861.1679519999998,-0.08599917347684198,-0.11895379,-0.09603927166666666,0.16666666666666666,-4.455558665649197
76,btc-updown-15m-1765649700,2025-12-13T18:27:19+00:00,2025-12-13T18:27:20+00:00,UP,0.28,0.27,100.0,357.142857,0.388655,0.28,0.108655,-3.571429,10.252286,-13.823714,-3.5714,-13.8237,1,stop_loss,2025-12-13T18:27:20+00:00,9152.509124,9138.68541,-861.3145900000004,-874.9916659999999,-0.0873796567793375,-0.13823714,-0.102141294,0.13333333333333333,-4.855232583925592
77,btc-updown-15m-1765649700,2025-12-13T18:27:21+00:00,2025-12-13T18:27:23+00:00,UP,0.28,0.275,100.0,357.142857,0.342211,0.28,0.062211,-1.785714,10.310786,-12.0965,-1.7857,-12.0965,2,stop_loss,2025-12-13T18:27:23+00:00,9138.68541,9126.58891,-873.4110900000004,-887.0881659999995,-0.08858765459154892,-0.120965,-0.10656049666666667,0.1,-5.154220743879583
78,btc-updown-15m-1765649700,2025-12-13T18:27:30+00:00,2025-12-13T18:27:31+00:00,UP,0.185,0.18,100.0,540.540541,0.235038,0.185,0.050038,-2.702703,11.612432,-14.315135,-2.7027,-14.3151,1,stop_loss,2025-12-13T18:27:31+00:00,9126.58891,9112.273775,-887.7262250000005,-901.4033010000003,-0.09001721287382168,-0.14315135,-0.11452798466666667,0.06666666666666667,-5.877647981868335
79,btc-updown-15m-1765649700,2025-12-13T18:27:32+00:00,2025-12-13T18:27:33+00:00,UP,0.175,0.165,100.0,571.428571,0.240716,0.175,0.065716,-5.714286,11.608457,-17.322743,-5.7143,-17.3227,1,stop_loss,2025-12-13T18:27:33+00:00,9112.273775,9094.951031999999,-905.0489680000004,-918.7260440000009,-0.09174712116510446,-0.17322743,-0.11180506566666668,0.06666666666666667,-5.886679468520276
80,btc-updown-15m-1765649700,2025-12-13T18:27:34+00:00,2025-12-13T18:27:35+00:00,UP,0.17,0.155,100.0,588.235294,0.251412,0.17,0.081412,-8.823529,11.523176,-20.346706,-8.8235,-20.3467,1,stop_loss,2025-12-13T18:27:35+00:00,9094.951031999999,9074.604325999999,-925.3956740000004,-939.0727500000012,-0.09377901273156666,-0.20346706,-0.11411378,0.06666666666666667,-5.935487477541286
81,btc-updown-15m-1765649700,2025-12-13T18:27:40+00:00,2025-12-13T18:27:46+00:00,UP,0.165,0.16,100.0,606.060606,0.234694,0.165,0.069694,-3.030303,11.876727,-14.90703,-3.0303,-14.907,3,stop_loss,2025-12-13T18:27:46+00:00,9074.604325999999,9059.697296,-940.3027040000004,-953.9797799999997,-0.09526767967048029,-0.14907030000000002,-0.109718888,0.06666666666666667,-5.964529857995214
82,btc-updown-15m-1765649700,2025-12-13T18:27:48+00:00,2025-12-13T18:27:55+00:00,UP,0.185,0.195,100.0,540.540541,0.238508,0.185,0.053508,5.405405,11.977297,-6.571892,5.4054,-6.5719,7,success,2025-12-13T18:27:55+00:00,9059.697296,9053.125404,-946.8745960000005,-960.5516719999996,-0.09592397125549164,-0.06571892,-0.10967989966666666,0.06666666666666667,-5.961382640013488
83,btc-updown-15m-1765649700,2025-12-13T18:27:58+00:00,2025-12-13T18:28:01+00:00,UP,0.195,0.19,100.0,512.820513,0.264656,0.195,0.069656,-2.564103,11.478462,-14.042564,-2.5641,-14.0426,3,stop_loss,2025-12-13T18:28:01+00:00,9053.125404,9039.08284,-960.9171600000004,-974.5942360000008,-0.09732630966658913,-0.14042564000000002,-0.10766408766666666,0.06666666666666667,-5.927763466466426
84,btc-updown-15m-1765649700,2025-12-13T18:28:02+00:00,2025-12-13T18:28:08+00:00,UP,0.19,0.185,100.0,526.315789,0.262478,0.19,0.072478,-2.631579,11.545579,-14.177158,-2.6316,-14.1772,6,stop_loss,2025-12-13T18:28:08+00:00,9039.08284,9024.905682,-975.0943180000004,-988.7713939999994,-0.09874208909430578,-0.14177158,-0.112202569,0.06666666666666667,-6.286669226630723
85,btc-updown-15m-1765649700,2025-12-13T18:28:22+00:00,2025-12-13T18:28:23+00:00,UP,0.145,0.1,100.0,689.655172,0.197974,0.145,0.052974,-31.034483,10.624966,-41.659448,-31.0345,-41.6594,1,stop_loss,2025-12-13T18:28:23+00:00,9024.905682,8983.246234,-1016.7537660000004,-1030.4308419999998,-0.10290234388221446,-0.41659448,-0.116255496,0.06666666666666667,-5.916770017087087
86,btc-updown-15m-1765649700,2025-12-13T18:28:47+00:00,2025-12-13T18:28:48+00:00,UP,0.195,0.115,100.0,512.820513,0.247857,0.195,0.052857,-41.025641,9.553846,-50.579487,-41.0256,-50.5795,1,stop_loss,2025-12-13T18:28:48+00:00,8983.246234,8932.666747,-1067.3332530000005,-1081.0103290000006,-0.10795338423593485,-0.50579487,-0.12222705833333333,0.06666666666666667,-5.420983561761703
87,btc-updown-15m-1765649700,2025-12-13T18:29:10+00:00,2025-12-13T18:29:14+00:00,UP,0.135,0.13,100.0,740.740741,0.181605,0.135,0.046605,-3.703704,12.26,-15.963704,-3.7037,-15.9637,4,stop_loss,2025-12-13T18:29:14+00:00,8932.666747,8916.703043,-1083.2969570000005,-1096.9740330000004,-0.10954757425013657,-0.15963704,-0.13060462633333333,0.03333333333333333,-6.123117844191863
88,btc-updown-15m-1765649700,2025-12-13T18:29:30+00:00,2025-12-13T18:29:31+00:00,UP,0.26,0.21,100.0,384.615385,0.3224,0.26,0.0624,-19.230769,9.922154,-29.152923,-19.2308,-29.1529,1,stop_loss,2025-12-13T18:29:31+00:00,8916.703043,8887.55012,-1112.4498800000006,-1126.126956,-0.11245888472866908,-0.29152923000000003,-0.13561826733333332,0.03333333333333333,-6.166179915083715
89,btc-updown-15m-1765650600,2025-12-13T18:42:28+00:00,2025-12-13T18:42:36+00:00,DOWN,0.35,0.455,100.0,285.714286,0.60636,0.65,-0.04364,30.0,9.7812,20.2188,30.0,20.2188,2,success,2025-12-13T18:42:36+00:00,8887.55012,8907.768919999999,-1092.2310800000005,-1105.9081560000013,-0.11043976629229993,0.202188,-0.12806170233333333,0.06666666666666667,-5.233610391904112
90,btc-updown-15m-1765652400,2025-12-13T19:12:50+00:00,2025-12-13T19:13:13+00:00,DOWN,0.02,0.025,100.0,5000.0,0.927847,0.98,-0.052153,25.0,15.831,9.169,25.0,9.169,10,success,2025-12-13T19:13:13+00:00,8907.768919999999,8916.93792,-1083.0620800000004,-1096.7391559999996,-0.10952411863056565,0.09169000000000001,-0.12095424533333334,0.1,-4.735291627120359
91,btc-updown-15m-1765655100,2025-12-13T19:54:49+00:00,2025-12-13T19:54:54+00:00,UP,0.15,0.165,100.0,666.666667,0.222411,0.15,0.072411,10.0,12.7332,-2.7332,10.0,-2.7332,5,success,2025-12-13T19:54:54+00:00,8916.93792,8914.20472,-1085.7952800000003,-1099.4723560000002,-0.10979706531930511,-0.027332000000000002,-0.116307214,0.1,-4.529405444378153
92,btc-updown-15m-1765655100,2025-12-13T19:54:55+00:00,2025-12-13T19:54:58+00:00,UP,0.165,0.16,100.0,606.060606,0.229228,0.165,0.064228,-3.030303,11.876727,-14.90703,-3.0303,-14.907,3,stop_loss,2025-12-13T19:54:58+00:00,8914.20472,8899.29769,-1100.7023100000004,-1114.3793860000005,-0.11128573225821892,-0.14907030000000002,-0.119534954,0.1,-4.6687323324503955
93,btc-updown-15m-1765655100,2025-12-13T19:55:11+00:00,2025-12-13T19:55:15+00:00,UP,0.125,0.12,100.0,800.0,0.178823,0.125,0.053823,-4.0,12.38256,-16.38256,-4.0,-16.3826,4,stop_loss,2025-12-13T19:55:15+00:00,8899.29769,8882.91513,-1117.0848700000004,-1130.7619460000005,-0.1129217506634124,-0.16382560000000002,-0.12087070933333334,0.1,-4.713099024179687
