trade_id,slug,entry_time,exit_time,direction,entry_price,exit_price,position_notional,quantity,p_model_up,p_market_up,alpha,gross_pnl,fees_paid,net_pnl,gross_return_pct,net_return_pct,hold_seconds,exit_type
46,btc-updown-15m-1765643400,2025-12-13T16:43:47+00:00,2025-12-13T16:43:52+00:00,DOWN,0.68,0.74,100.0,147.058824,0.263948,0.32,-0.056052,8.823529,4.341176,4.482353,8.8235,4.4824,2,success
47,btc-updown-15m-1765643400,2025-12-13T16:43:53+00:00,2025-12-13T16:43:57+00:00,DOWN,0.74,0.775,100.0,135.135135,0.218373,0.26,-0.041627,4.72973,3.568622,1.161108,4.7297,1.1611,2,success
48,btc-updown-15m-1765643400,2025-12-13T16:43:58+00:00,2025-12-13T16:43:59+00:00,DOWN,0.775,0.87,100.0,129.032258,0.179245,0.225,-0.045755,12.258065,2.670735,9.587329,12.2581,9.5873,1,success
49,btc-updown-15m-1765644300,2025-12-13T16:57:00+00:00,2025-12-13T16:57:01+00:00,DOWN,0.04,0.035,100.0,2500.0,0.914624,0.96,-0.045376,-12.5,12.9915,-25.4915,-12.5,-25.4915,1,stop_loss
50,btc-updown-15m-1765647900,2025-12-13T17:54:07+00:00,2025-12-13T17:54:18+00:00,UP,0.355,0.34,100.0,281.690141,0.397415,0.355,0.042415,-4.225352,9.195211,-13.420563,-4.2254,-13.4206,9,stop_loss
51,btc-updown-15m-1765647900,2025-12-13T17:54:19+00:00,2025-12-13T17:54:20+00:00,UP,0.34,0.275,100.0,294.117647,0.384771,0.34,0.044771,-19.117647,8.974059,-28.091706,-19.1176,-28.0917,1,stop_loss
52,btc-updown-15m-1765647900,2025-12-13T17:57:07+00:00,2025-12-13T17:57:10+00:00,UP,0.07,0.075,100.0,1428.571429,0.119481,0.07,0.049481,7.142857,13.831714,-6.688857,7.1429,-6.6889,3,success
53,btc-updown-15m-1765647900,2025-12-13T17:57:11+00:00,2025-12-13T17:57:18+00:00,UP,0.07,0.065,100.0,1428.571429,0.113933,0.07,0.043933,-7.142857,12.947143,-20.09,-7.1429,-20.09,7,stop_loss
54,btc-updown-15m-1765648800,2025-12-13T18:10:27+00:00,2025-12-13T18:10:30+00:00,DOWN,0.035,0.04,100.0,2857.142857,0.918469,0.965,-0.046531,14.285714,14.847429,-0.561714,14.2857,-0.5617,2,success
55,btc-updown-15m-1765648800,2025-12-13T18:10:32+00:00,2025-12-13T18:10:33+00:00,DOWN,0.03,0.025,100.0,3333.333333,0.926717,0.97,-0.043283,-16.666667,12.834,-29.500667,-16.6667,-29.5007,1,stop_loss
56,btc-updown-15m-1765648800,2025-12-13T18:10:34+00:00,2025-12-13T18:10:45+00:00,DOWN,0.025,0.02,100.0,4000.0,0.932759,0.975,-0.042241,-20.0,12.6648,-32.6648,-20.0,-32.6648,11,stop_loss
57,btc-updown-15m-1765648800,2025-12-13T18:10:58+00:00,2025-12-13T18:11:00+00:00,DOWN,0.02,0.025,100.0,5000.0,0.936502,0.98,-0.043498,25.0,15.831,9.169,25.0,9.169,2,success
58,btc-updown-15m-1765648800,2025-12-13T18:11:01+00:00,2025-12-13T18:11:08+00:00,DOWN,0.02,0.02,100.0,5000.0,0.935597,0.98,-0.044403,0.0,14.112,-14.112,0.0,-14.112,6,timeout
59,btc-updown-15m-1765649700,2025-12-13T18:21:19+00:00,2025-12-13T18:21:20+00:00,UP,0.38,0.405,100.0,263.157895,0.433881,0.38,0.053881,6.578947,9.029842,-2.450895,6.5789,-2.4509,1,success
60,btc-updown-15m-1765649700,2025-12-13T18:24:57+00:00,2025-12-13T18:25:00+00:00,UP,0.35,0.34,100.0,285.714286,0.432535,0.35,0.082535,-2.857143,9.296229,-12.153371,-2.8571,-12.1534,3,stop_loss
61,btc-updown-15m-1765649700,2025-12-13T18:25:01+00:00,2025-12-13T18:25:16+00:00,UP,0.34,0.315,100.0,294.117647,0.48007,0.34,0.14007,-7.352941,9.321353,-16.674294,-7.3529,-16.6743,15,stop_loss
62,btc-updown-15m-1765649700,2025-12-13T18:25:17+00:00,2025-12-13T18:25:21+00:00,UP,0.315,0.33,100.0,317.460317,0.359027,0.315,0.044027,4.761905,9.985714,-5.22381,4.7619,-5.2238,2,success
63,btc-updown-15m-1765649700,2025-12-13T18:25:23+00:00,2025-12-13T18:25:28+00:00,UP,0.34,0.33,100.0,294.117647,0.382626,0.34,0.042626,-2.941176,9.434118,-12.375294,-2.9412,-12.3753,5,stop_loss
64,btc-updown-15m-1765649700,2025-12-13T18:25:29+00:00,2025-12-13T18:25:32+00:00,UP,0.33,0.355,100.0,303.030303,0.383012,0.33,0.053012,7.575758,9.819818,-2.244061,7.5758,-2.2441,3,success
65,btc-updown-15m-1765649700,2025-12-13T18:25:35+00:00,2025-12-13T18:25:36+00:00,UP,0.345,0.37,100.0,289.855072,0.427828,0.345,0.082828,7.246377,9.580696,-2.334319,7.2464,-2.3343,1,success
66,btc-updown-15m-1765649700,2025-12-13T18:25:37+00:00,2025-12-13T18:25:38+00:00,UP,0.37,0.385,100.0,270.27027,0.424527,0.37,0.054527,4.054054,9.143514,-5.089459,4.0541,-5.0895,1,success
67,btc-updown-15m-1765649700,2025-12-13T18:25:41+00:00,2025-12-13T18:25:44+00:00,UP,0.37,0.395,100.0,270.27027,0.424719,0.37,0.054719,6.756757,9.186324,-2.429568,6.7568,-2.4296,1,success
68,btc-updown-15m-1765649700,2025-12-13T18:25:46+00:00,2025-12-13T18:25:52+00:00,UP,0.395,0.37,100.0,253.164557,0.4368,0.395,0.0418,-6.329114,8.604911,-14.934025,-6.3291,-14.934,3,stop_loss
69,btc-updown-15m-1765649700,2025-12-13T18:26:05+00:00,2025-12-13T18:26:08+00:00,UP,0.36,0.35,100.0,277.777778,0.401251,0.36,0.041251,-2.777778,9.158,-11.935778,-2.7778,-11.9358,3,stop_loss
70,btc-updown-15m-1765649700,2025-12-13T18:26:09+00:00,2025-12-13T18:26:10+00:00,UP,0.35,0.335,100.0,285.714286,0.407321,0.35,0.057321,-4.285714,9.2628,-13.548514,-4.2857,-13.5485,1,stop_loss
71,btc-updown-15m-1765649700,2025-12-13T18:26:13+00:00,2025-12-13T18:26:15+00:00,UP,0.295,0.29,100.0,338.983051,0.339364,0.295,0.044364,-1.694915,10.101356,-11.796271,-1.6949,-11.7963,2,stop_loss
72,btc-updown-15m-1765649700,2025-12-13T18:26:16+00:00,2025-12-13T18:26:24+00:00,UP,0.275,0.25,100.0,363.636364,0.31721,0.275,0.04221,-9.090909,10.129091,-19.22,-9.0909,-19.22,1,stop_loss
73,btc-updown-15m-1765649700,2025-12-13T18:26:25+00:00,2025-12-13T18:26:27+00:00,UP,0.255,0.33,100.0,392.156863,0.296082,0.255,0.041082,29.411765,11.606824,17.804941,29.4118,17.8049,1,success
74,btc-updown-15m-1765649700,2025-12-13T18:27:08+00:00,2025-12-13T18:27:16+00:00,UP,0.335,0.315,100.0,298.507463,0.458173,0.335,0.123173,-5.970149,9.425552,-15.395701,-5.9701,-15.3957,8,stop_loss
75,btc-updown-15m-1765649700,2025-12-13T18:27:17+00:00,2025-12-13T18:27:18+00:00,UP,0.29,0.285,100.0,344.827586,0.363889,0.29,0.073889,-1.724138,10.171241,-11.895379,-1.7241,-11.8954,1,stop_loss
76,btc-updown-15m-1765649700,2025-12-13T18:27:19+00:00,2025-12-13T18:27:20+00:00,UP,0.28,0.27,100.0,357.142857,0.388655,0.28,0.108655,-3.571429,10.252286,-13.823714,-3.5714,-13.8237,1,stop_loss
77,btc-updown-15m-1765649700,2025-12-13T18:27:21+00:00,2025-12-13T18:27:23+00:00,UP,0.28,0.275,100.0,357.142857,0.342211,0.28,0.062211,-1.785714,10.310786,-12.0965,-1.7857,-12.0965,2,stop_loss
78,btc-updown-15m-1765649700,2025-12-13T18:27:30+00:00,2025-12-13T18:27:31+00:00,UP,0.185,0.18,100.0,540.540541,0.235038,0.185,0.050038,-2.702703,11.612432,-14.315135,-2.7027,-14.3151,1,stop_loss
79,btc-updown-15m-1765649700,2025-12-13T18:27:32+00:00,2025-12-13T18:27:33+00:00,UP,0.175,0.165,100.0,571.428571,0.240716,0.175,0.065716,-5.714286,11.608457,-17.322743,-5.7143,-17.3227,1,stop_loss
80,btc-updown-15m-1765649700,2025-12-13T18:27:34+00:00,2025-12-13T18:27:35+00:00,UP,0.17,0.155,100.0,588.235294,0.251412,0.17,0.081412,-8.823529,11.523176,-20.346706,-8.8235,-20.3467,1,stop_loss
81,btc-updown-15m-1765649700,2025-12-13T18:27:40+00:00,2025-12-13T18:27:46+00:00,UP,0.165,0.16,100.0,606.060606,0.234694,0.165,0.069694,-3.030303,11.876727,-14.90703,-3.0303,-14.907,3,stop_loss
82,btc-updown-15m-1765649700,2025-12-13T18:27:48+00:00,2025-12-13T18:27:55+00:00,UP,0.185,0.195,100.0,540.540541,0.238508,0.185,0.053508,5.405405,11.977297,-6.571892,5.4054,-6.5719,7,success
83,btc-updown-15m-1765649700,2025-12-13T18:27:58+00:00,2025-12-13T18:28:01+00:00,UP,0.195,0.19,100.0,512.820513,0.264656,0.195,0.069656,-2.564103,11.478462,-14.042564,-2.5641,-14.0426,3,stop_loss
84,btc-updown-15m-1765649700,2025-12-13T18:28:02+00:00,2025-12-13T18:28:08+00:00,UP,0.19,0.185,100.0,526.315789,0.262478,0.19,0.072478,-2.631579,11.545579,-14.177158,-2.6316,-14.1772,6,stop_loss
85,btc-updown-15m-1765649700,2025-12-13T18:28:22+00:00,2025-12-13T18:28:23+00:00,UP,0.145,0.1,100.0,689.655172,0.197974,0.145,0.052974,-31.034483,10.624966,-41.659448,-31.0345,-41.6594,1,stop_loss
86,btc-updown-15m-1765649700,2025-12-13T18:28:47+00:00,2025-12-13T18:28:48+00:00,UP,0.195,0.115,100.0,512.820513,0.247857,0.195,0.052857,-41.025641,9.553846,-50.579487,-41.0256,-50.5795,1,stop_loss
87,btc-updown-15m-1765649700,2025-12-13T18:29:10+00:00,2025-12-13T18:29:14+00:00,UP,0.135,0.13,100.0,740.740741,0.181605,0.135,0.046605,-3.703704,12.26,-15.963704,-3.7037,-15.9637,4,stop_loss
88,btc-updown-15m-1765649700,2025-12-13T18:29:30+00:00,2025-12-13T18:29:31+00:00,UP,0.26,0.21,100.0,384.615385,0.3224,0.26,0.0624,-19.230769,9.922154,-29.152923,-19.2308,-29.1529,1,stop_loss
89,btc-updown-15m-1765650600,2025-12-13T18:42:28+00:00,2025-12-13T18:42:36+00:00,DOWN,0.35,0.455,100.0,285.714286,0.60636,0.65,-0.04364,30.0,9.7812,20.2188,30.0,20.2188,2,success
90,btc-updown-15m-1765652400,2025-12-13T19:12:50+00:00,2025-12-13T19:13:13+00:00,DOWN,0.02,0.025,100.0,5000.0,0.927847,0.98,-0.052153,25.0,15.831,9.169,25.0,9.169,10,success
91,btc-updown-15m-1765655100,2025-12-13T19:54:49+00:00,2025-12-13T19:54:54+00:00,UP,0.15,0.165,100.0,666.666667,0.222411,0.15,0.072411,10.0,12.7332,-2.7332,10.0,-2.7332,5,success
92,btc-updown-15m-1765655100,2025-12-13T19:54:55+00:00,2025-12-13T19:54:58+00:00,UP,0.165,0.16,100.0,606.060606,0.229228,0.165,0.064228,-3.030303,11.876727,-14.90703,-3.0303,-14.907,3,stop_loss
93,btc-updown-15m-1765655100,2025-12-13T19:55:11+00:00,2025-12-13T19:55:15+00:00,UP,0.125,0.12,100.0,800.0,0.178823,0.125,0.053823,-4.0,12.38256,-16.38256,-4.0,-16.3826,4,stop_loss
94,btc-updown-15m-1765655100,2025-12-13T19:55:16+00:00,2025-12-13T19:55:17+00:00,UP,0.12,0.125,100.0,833.333333,0.172936,0.12,0.052936,4.166667,12.8985,-8.731833,4.1667,-8.7318,1,success
95,btc-updown-15m-1765656900,2025-12-13T20:22:25+00:00,2025-12-13T20:22:27+00:00,UP,0.245,0.235,100.0,408.163265,0.333851,0.245,0.088851,-4.081633,10.719184,-14.800816,-4.0816,-14.8008,1,stop_loss
96,btc-updown-15m-1765656900,2025-12-13T20:22:28+00:00,2025-12-13T20:22:35+00:00,UP,0.235,0.23,100.0,425.531915,0.328528,0.235,0.093528,-2.12766,10.934043,-13.061702,-2.1277,-13.0617,4,stop_loss
97,btc-updown-15m-1765656900,2025-12-13T20:22:36+00:00,2025-12-13T20:22:37+00:00,UP,0.255,0.245,100.0,392.156863,0.307073,0.255,0.052073,-3.921569,10.586824,-14.508392,-3.9216,-14.5084,1,stop_loss
98,btc-updown-15m-1765656900,2025-12-13T20:25:33+00:00,2025-12-13T20:25:34+00:00,UP,0.215,0.21,100.0,465.116279,0.267698,0.215,0.052698,-2.325581,11.207721,-13.533302,-2.3256,-13.5333,1,stop_loss
99,btc-updown-15m-1765656900,2025-12-13T20:25:44+00:00,2025-12-13T20:25:46+00:00,UP,0.215,0.21,100.0,465.116279,0.257217,0.215,0.042217,-2.325581,11.207721,-13.533302,-2.3256,-13.5333,2,stop_loss
100,btc-updown-15m-1765656900,2025-12-13T20:26:05+00:00,2025-12-13T20:26:13+00:00,UP,0.215,0.24,100.0,465.116279,0.26068,0.215,0.04568,11.627907,11.760279,-0.132372,11.6279,-0.1324,7,success
101,btc-updown-15m-1765656900,2025-12-13T20:26:19+00:00,2025-12-13T20:26:21+00:00,UP,0.235,0.265,100.0,425.531915,0.284335,0.235,0.049335,12.765957,11.475574,1.290383,12.766,1.2904,1,success
102,btc-updown-15m-1765656900,2025-12-13T20:26:45+00:00,2025-12-13T20:26:46+00:00,UP,0.235,0.22,100.0,425.531915,0.285722,0.235,0.050722,-6.382979,10.765532,-17.148511,-6.383,-17.1485,1,stop_loss
103,btc-updown-15m-1765657800,2025-12-13T20:40:03+00:00,2025-12-13T20:40:13+00:00,UP,0.785,0.77,100.0,127.388535,0.82791,0.785,0.04291,-1.910828,3.172357,-5.083185,-1.9108,-5.0832,5,stop_loss
104,btc-updown-15m-1765657800,2025-12-13T20:41:11+00:00,2025-12-13T20:41:17+00:00,UP,0.745,0.8,100.0,134.228188,0.891814,0.745,0.146814,7.38255,3.382309,4.000242,7.3826,4.0002,1,success
105,btc-updown-15m-1765657800,2025-12-13T20:42:24+00:00,2025-12-13T20:42:31+00:00,DOWN,0.355,0.28,100.0,281.690141,0.598417,0.645,-0.046583,-21.126761,8.732789,-29.859549,-21.1268,-29.8595,1,stop_loss
106,btc-updown-15m-1765657800,2025-12-13T20:42:50+00:00,2025-12-13T20:42:59+00:00,UP,0.735,0.61,100.0,136.054422,0.861307,0.735,0.126307,-17.006803,4.238449,-21.245252,-17.0068,-21.2453,1,stop_loss
107,btc-updown-15m-1765657800,2025-12-13T20:43:14+00:00,2025-12-13T20:43:15+00:00,DOWN,0.535,0.58,100.0,186.915888,0.411338,0.465,-0.053662,8.411215,6.626355,1.78486,8.4112,1.7849,1,success
108,btc-updown-15m-1765657800,2025-12-13T20:43:39+00:00,2025-12-13T20:43:50+00:00,DOWN,0.62,0.645,100.0,161.290323,0.333336,0.38,-0.046664,4.032258,5.395065,-1.362806,4.0323,-1.3628,6,success
109,btc-updown-15m-1765657800,2025-12-13T20:44:03+00:00,2025-12-13T20:44:17+00:00,DOWN,0.645,0.595,100.0,155.03876,0.312417,0.355,-0.042583,-7.751938,5.245953,-12.997891,-7.7519,-12.9979,4,stop_loss
